Gene Symbol,Relevance score
EGFL7,2.68
DDX27,2.68
PBX3,2.68
PUS10,2.68
LINC00319,2.68
FOXD3,2.68
SP7,2.68
CCDC62,2.67
TRIO,2.67
STRAP,2.67
UCHL3,2.67
SNRPD3,2.67
CBLL1,2.67
CAV3,2.67
SERPING1,2.67
PRMT3,2.67
CBX3,2.67
PLEKHM1,2.67
GGCX,2.67
POLL,2.67
TOX,2.67
MGAT4A,2.67
CDCA5,2.67
KCNMB2-AS1,2.67
CCNO,2.67
ALOX12B,2.66
PPIF,2.66
PRKG2,2.66
SGPL1,2.66
RNF41,2.66
ANAPC10,2.66
MED28,2.66
MAP3K3,2.66
SLC39A7,2.66
BRD2,2.66
RING1,2.66
RFTN1,2.66
NLGN4X,2.66
PTPRZ1,2.65
PSMD4,2.65
SOX1,2.65
GLE1,2.65
SNRPB2,2.65
TRIM27,2.65
TNFRSF21,2.65
COL11A2,2.65
TNFSF14,2.65
SEMA4C,2.65
CPSF6,2.65
NAV3,2.65
LSINCT5,2.65
LOC110408762,2.65
RLN1,2.65
MLPH,2.65
SNHG17,2.65
LTK,2.65
SLC35E3,2.65
SGCB,2.65
IL19,2.65
DDHD2,2.65
MALINC1,2.65
SNRPG,2.65
RPS3A,2.65
C1GALT1,2.65
PRDM10,2.65
LCOR,2.65
UQCRFS1,2.64
TLE1,2.64
SYNPO2,2.64
MID1,2.64
DDX52,2.64
PLAC8,2.64
SLC5A6,2.64
EEF1D,2.64
SCARB2,2.64
CALML5,2.64
MIR492,2.64
NOL3,2.64
SETX,2.64
PLCD4,2.64
GPR55,2.64
CDK15,2.64
KCNJ6,2.64
UGT2B28,2.64
KDM6B,2.64
HOXC8,2.64
NOL7,2.64
CCNY,2.64
MIER3,2.63
TDP2,2.63
PDHB,2.63
AANAT,2.63
UBE2F,2.63
FABP12,2.63
HOXB2,2.63
SMAD5,2.63
MIR133A2,2.63
SLC25A1,2.63
DYNC1H1,2.63
FABP6,2.63
PLK2,2.63
ABCD1,2.63
RFWD3,2.63
GPR87,2.63
LY6E,2.63
MKNK1,2.63
PYCR1,2.63
NDUFAF4,2.63
DUSP2,2.63
PITX1,2.62
YEATS4,2.62
MIIP,2.62
ZNF331,2.62
SACS,2.62
DDX20,2.62
HOXA7,2.62
IL20,2.62
HPS3,2.62
DCAKD,2.62
MRPS30-DT,2.62
MRI1,2.62
GDAP1,2.62
PDZK1,2.62
C14orf132,2.62
CCL25,2.62
ATG10,2.62
PSMD1,2.62
NEK7,2.62
EIF3I,2.62
FHL1,2.62
CPD,2.61
RIPK2,2.61
HNRNPA3,2.61
LUC7L2,2.61
ABCG8,2.61
NKD2,2.61
LINC01101,2.61
ST6GALNAC2,2.61
PIP4K2A,2.61
TRIB1,2.61
CORO1B,2.61
DDIAS,2.61
PPA2,2.61
PROK1,2.61
TULP1,2.61
MIR410,2.61
CMM,2.61
PSMB6,2.61
ERAS,2.61
MIR760,2.61
USP38,2.61
PDHX,2.61
FOXK2,2.61
DAO,2.6
ARTN,2.6
TIRAP,2.6
VASH2,2.6
TP53AIP1,2.6
SPI1,2.6
OXA1L,2.6
PPP6C,2.6
MIR4733,2.6
GNG2,2.6
PPM1B,2.6
ELP3,2.6
INPP5D,2.6
CCL26,2.6
CAPZA1,2.6
SCN9A,2.6
ERCC6L,2.59
CXCR6,2.59
SERPINB1,2.59
KCNA3,2.59
MYBBP1A,2.59
ADRA2A,2.59
BAZ1B,2.59
UACA,2.59
TYROBP,2.59
PPP4R3B,2.59
NPTX1,2.59
RASSF6,2.59
PRIMA1,2.59
RSU1,2.59
ACTR5,2.59
DEFA1,2.59
CREBL2,2.59
TLN2,2.59
ERMARD,2.59
FGF12,2.59
CRB1,2.59
STAG3L2,2.58
GGNBP2,2.58
NCF4,2.58
EPPK1,2.58
MRPS18A,2.58
DSCAML1,2.58
HSPA6,2.58
CLSTN2,2.58
DAP,2.58
SYNCRIP,2.58
VTI1A,2.58
GARS1,2.58
USP37,2.58
ZNF295-AS1,2.58
PPP1R7,2.58
NELL1,2.58
ACVR2B,2.58
CIZ1,2.58
UBE2S,2.58
CTDSP1,2.58
RPS8,2.58
SBF2,2.58
ATP2B2,2.57
CST1,2.57
AGFG1,2.57
DERL1,2.57
SKA2,2.57
TRPC1,2.57
ATAT1,2.57
MOB1A,2.57
WTAP,2.57
AUP1,2.57
G0S2,2.57
UGT1A10,2.57
LNX1,2.57
AIMP1,2.57
ELP4,2.57
KLHL17,2.57
LLGL1,2.57
PAQR3,2.57
IRF9,2.57
MMP21,2.57
RBP7,2.57
NCAPD3,2.57
NCR3,2.56
STK10,2.56
FBXO5,2.56
MED24,2.56
FGG,2.56
H3C11,2.56
CMM4,2.56
CMM7,2.56
ADH1A,2.56
KRT75,2.56
LUADT1,2.56
MXD1,2.56
FFAR4,2.56
GSTM4,2.56
MAPK6,2.56
GCLM,2.55
KRT86,2.55
TRA2B,2.55
SMARCAD1,2.55
IFNA17,2.55
DAZL,2.55
TRIP12,2.55
ENSG00000269652,2.55
MAML1,2.55
CTSV,2.55
SLC4A1AP,2.55
RNASEH2C,2.55
SLC3A1,2.55
SEPTIN7,2.55
IFNL3,2.55
AKAP4,2.55
BRWD1,2.55
FCN1,2.55
ANGPT4,2.55
DLX2,2.55
PTGES2,2.55
MTFP1,2.55
PDE4A,2.55
PTTG1IP,2.55
AP2B1,2.54
MAL2,2.54
PIKFYVE,2.54
TNRC18,2.54
PCDH7,2.54
TMSB15A,2.54
RHOH,2.54
FGF13,2.54
NSUN5,2.54
RPL22,2.54
MRPL23,2.54
PDS5B,2.54
DAP3,2.54
GCNT2,2.54
ADAMTS4,2.54
MATR3,2.54
DUT,2.54
HUNK,2.54
HOXC6,2.54
LCN1,2.54
GBP1,2.53
B3GALT5,2.53
EEF1AKNMT,2.53
CCT3,2.53
PFAS,2.53
GRHL1,2.53
CHD6,2.53
RAP1GDS1,2.53
ZIC4,2.53
ZIC2,2.53
MEF2A,2.53
CT47B1,2.53
MKKS,2.53
CTSE,2.53
EMD,2.53
DPP3,2.53
PRPF6,2.53
MSTO1,2.53
DNAJB12,2.52
MIR484,2.52
RXFP1,2.52
RTRAF,2.52
CHN2,2.52
RTN4R,2.52
KRT78,2.52
TADA3,2.52
MYOCD,2.52
UBAP2L,2.52
SP100,2.52
TST,2.52
PYCR2,2.52
CPNE3,2.52
ORM1,2.52
CYP2A13,2.52
COPB2,2.52
DCAF1,2.52
USP11,2.52
NOC2L,2.52
CLDN5,2.52
MYO1C,2.52
ATG9A,2.52
TCAP,2.52
MIR365A,2.51
PAK5,2.51
NDUFS3,2.51
TSKS,2.51
FBLIM1,2.51
OAT,2.51
BABAM2,2.51
FSTL5,2.51
GSTM5,2.51
SVEP1,2.51
CSMD3,2.51
GLRX,2.51
ABCD4,2.51
KLHL22,2.51
SELPLG,2.51
EXOC4,2.51
MIR379,2.51
P4HA1,2.51
FSTL1,2.51
VPS35,2.51
FPR2,2.5
NIBAN2,2.5
SSB,2.5
PRR12,2.5
TDO2,2.5
PCDH10,2.5
UQCRC2,2.5
VLDLR,2.5
ELOVL5,2.5
KIF20A,2.5
NDUFS2,2.5
HNRNPL,2.5
RAB5C,2.5
H3C12,2.5
KCNN3,2.5
TRIM14,2.5
OPA1,2.5
H4C9,2.5
GUCY1A1,2.5
MIR874,2.5
RCHY1,2.5
PSMC3,2.5
BCAP31,2.5
NEDD1,2.5
CNTROB,2.5
NR2F6,2.49
KLF2,2.49
LRPPRC,2.49
RCC1,2.49
MAGI2,2.49
C8orf17,2.49
DCTD,2.49
MIR1271,2.49
RGS6,2.49
RBM4,2.49
GSTT2,2.49
MIR1247,2.49
KIAA1217,2.49
RAD9A,2.49
LOC110117498-PIK3R3,2.49
DBT,2.49
TMPRSS15,2.49
RFT1,2.49
NEIL1,2.49
AKR1C4,2.49
HMGB3,2.49
KLKB1,2.49
ARVCF,2.49
ADCY6,2.49
REEP5,2.48
ACKR2,2.48
DIP2B,2.48
TSPAN13,2.48
H4C12,2.48
RAB22A,2.48
PLCB3,2.48
MAMDC2-AS1,2.48
GBE1,2.48
FUT1,2.48
IPO7,2.48
MIR1301,2.48
HEXA,2.48
MSH5,2.48
SERPINF2,2.48
ERH,2.48
MSBP1,2.47
EXOSC8,2.47
IRAK3,2.47
MIR940,2.47
GNG8,2.47
GABPA,2.47
ATP6V0A2,2.47
TFCP2,2.47
PLXNC1,2.47
DCT,2.47
STK24,2.47
WDR26,2.47
ACTR1A,2.47
DIO2,2.47
PMM2,2.47
NCKIPSD,2.47
TRIP4,2.47
NUSAP1,2.47
YTHDF2,2.47
SAMD4B,2.47
RPL4,2.47
THOC3,2.47
RBM14,2.46
GINS2,2.46
SOCS7,2.46
RHOXF2,2.46
MRPL11,2.46
MASP1,2.46
CRTC2,2.46
EXOSC4,2.46
TEX15,2.46
ASPRV1,2.46
CRHR2,2.46
KCNQ5,2.46
LAMA4,2.46
DHX15,2.46
H4C5,2.45
H4C4,2.45
TUBA8,2.45
DIS3,2.45
CDC34,2.45
SH3GL2,2.45
AOX1,2.45
PTPN4,2.45
PZP,2.45
NPY1R,2.45
MELTF,2.45
FXYD3,2.45
POU2F2,2.45
RAB3GAP2,2.45
IL12RB2,2.45
GYPC,2.45
LINC00572,2.45
DIAPH3,2.45
H1-2,2.45
SSBP4,2.45
HTR1A,2.45
SMAD9,2.45
ETFDH,2.45
LARP7,2.45
NACA,2.45
HPGDS,2.45
POLDIP3,2.44
TCIRG1,2.44
TPSAB1,2.44
ANP32A,2.44
TEAD4,2.44
GJA5,2.44
LOC107982234,2.44
TBC1D3,2.44
CHD8,2.44
PDF,2.44
TNFAIP2,2.44
LOC107372315,2.44
PIP5K1C,2.44
OTUB1,2.44
S100A5,2.44
RAP2B,2.44
KIF1A,2.44
UGT2B4,2.44
LEMD3,2.44
FSTL3,2.44
THRAP3,2.44
TUBB4A,2.44
C19orf12,2.44
SHC3,2.44
HCFC1,2.44
DNAH2,2.43
IRF2BPL,2.43
NOP53,2.43
SOAT2,2.43
RAB11A,2.43
EHD1,2.43
HNF4G,2.43
TGM3,2.43
FAR1,2.43
RIOX1,2.43
APOC1,2.43
PNPLA2,2.43
HCRT,2.43
ACSL1,2.43
S100A12,2.43
PTCRA,2.43
CNTN4,2.43
C1QC,2.43
SLIT1,2.42
MYO18A,2.42
RPH3AL,2.42
NRON,2.42
STK3,2.42
CYP17A1-AS1,2.42
LINC01554,2.42
EYA2,2.42
SINHCAF,2.42
SEC11A,2.42
GDE1,2.42
CDC123,2.42
COIL,2.42
TBX22,2.42
TDP1,2.42
H4C13,2.42
HSPA2,2.42
CA1,2.42
NXN,2.42
IL10RA,2.42
RPS18,2.42
IFI6,2.42
MAGEA6,2.42
CITED1,2.41
KRT18P55,2.41
NOL4,2.41
MUC5B-AS1,2.41
FASTKD2,2.41
GIT1,2.41
PDE3B,2.41
TSPAN1,2.41
CLCA1,2.41
DAAM1,2.41
MAVS,2.41
MTX1,2.41
NPCDR1,2.41
SLC44A4,2.41
ZC3H14,2.41
ACTR3B,2.41
FSIP1,2.41
FKBPL,2.41
MNAT1,2.4
TRERNA1,2.4
COPG2,2.4
MUC19,2.4
LRRC41,2.4
CNKSR2,2.4
STAM,2.4
PNLIP,2.4
TNRC6B,2.4
CD3EAP,2.4
FRY,2.4
TNXA,2.4
CHTF18,2.4
MPRIP,2.4
MMRN2,2.4
RPLP0P2,2.4
LINC01512,2.4
INTS11,2.4
TNNI3K,2.4
TRIM44,2.4
HAS3,2.39
CACNA1B,2.39
SCGB1D1,2.39
SMARCA5,2.39
TUBGCP4,2.39
PLD3,2.39
HHAT,2.39
C1QA,2.39
NEBL,2.39
PPFIBP1,2.39
CINP,2.39
MIR6125,2.39
RNASE1,2.39
CHRNA4,2.39
PPIL3,2.39
HNRNPH2,2.39
RPLP2,2.39
H1-1,2.39
DHCR24,2.39
CCDC47,2.39
RBMX,2.39
MED27,2.39
BCL2L10,2.38
CACNA1D,2.38
MYH6,2.38
UXT,2.38
ADORA2A,2.38
EFTUD2,2.38
HKDC1,2.38
MIR520A,2.38
PSMB2,2.38
STT3A,2.38
RGMB,2.38
MIR411,2.38
MIR873,2.38
PPP1R2,2.38
VPS45,2.38
ARID3B,2.38
RNH1,2.37
LYZ,2.37
JPT2,2.37
MRPS18B,2.37
GAR1,2.37
IGF2BP2-AS1,2.37
LINC01511,2.37
WDR43,2.37
CARD16,2.37
CBX7,2.37
MVD,2.37
ZBTB17,2.37
PARP2,2.37
CTDP1,2.37
AHI1,2.37
EXOSC6,2.37
LACRT,2.37
NR1D1,2.37
CTPS1,2.37
GM2A,2.37
PLAAT5,2.36
PLAAT2,2.36
DLAT,2.36
BCL2L14,2.36
NCF1,2.36
DCTN2,2.36
BMPER,2.36
SOSTDC1,2.36
SHC4,2.36
CAMSAP2,2.36
SUPT4H1,2.36
YPEL2,2.36
SRSF5,2.36
PSMD2,2.36
COX11,2.36
CADPS,2.36
NEXN,2.36
ATG16L1,2.36
ASPM,2.36
PLOD3,2.36
DCLRE1B,2.36
ZNF283,2.36
ASAH2,2.36
SEMG1,2.36
ITGA7,2.36
RAB35,2.35
FBXO30,2.35
SUMF1,2.35
RAI1,2.35
SIL1,2.35
MLST8,2.35
ZNF624,2.35
H3C10,2.35
MIR613,2.35
ZWILCH,2.35
SH3GLB1,2.35
ANKRD65,2.35
BMP2K,2.35
FLACC1,2.35
S100A16,2.35
COL5A2,2.35
EPHA6,2.35
FBXO32,2.35
NUBP2,2.35
NPEPPS,2.35
MNS16A,2.34
ADAM28,2.34
SV2A,2.34
CTDSPL,2.34
VCX3A,2.34
SLC26A2,2.34
BMS1P20,2.34
CHIAP2,2.34
BCRP3,2.34
LINC00635,2.34
UNQ6494,2.34
PRKCZ-AS1,2.34
PLAC9P1,2.34
LINC01969,2.34
ENSG00000232581,2.34
ENSG00000233834,2.34
ENSG00000256694,2.34
ENSG00000256343,2.34
LOC105371114,2.34
LIPG,2.34
GNA15,2.34
CHI3L2,2.34
NSUN4,2.34
WWP2,2.34
FEZ1,2.34
HNRNPR,2.34
MIB2,2.34
EEF1B2,2.34
HES6,2.34
TCL1B,2.33
NGB,2.33
CCL8,2.33
MYDGF,2.33
MNT,2.33
RPL28,2.33
FMN1,2.33
RCOR1,2.33
NRK,2.33
SPSB1,2.33
MYO7A,2.33
RPL10A,2.33
GEMIN4,2.33
MIR1207,2.33
GNG3,2.33
DUSP5,2.33
MSTN,2.33
VASH1,2.33
LPXN,2.33
SSRP1,2.33
LILRB2,2.33
ATP11C,2.32
RRP1,2.32
EIF3B,2.32
ZNF148,2.32
HSD17B12,2.32
GJC2,2.32
FXR2,2.32
TMEM67,2.32
PEX6,2.32
DHDH,2.32
RAET1G,2.32
H4C15,2.32
TDG,2.32
RAB11FIP1,2.32
DHX8,2.32
TMEM164,2.32
BLVRB,2.32
ICAM3,2.32
ADRA2C,2.32
ADAM33,2.32
RPL14,2.31
LAG3,2.31
SLC12A5,2.31
MTPAP,2.31
UBTF,2.31
H4C6,2.31
SNRNP70,2.31
PCDH15,2.31
FGD1,2.31
ATG4B,2.31
POTEE,2.31
MIR519B,2.31
GDF6,2.31
TMEM59,2.31
CHAF1A,2.31
B3GNT8,2.31
COL8A1,2.31
CKAP4,2.31
SP4,2.31
NBEAL2,2.31
CXXC5,2.31
MAGI3,2.31
RPL29,2.3
DNAJB4,2.3
SLC2A12,2.3
CNN1,2.3
CT47A11,2.3
CT47A1,2.3
CT47A6,2.3
CT47A2,2.3
CT47A7,2.3
CT47A3,2.3
CT47A4,2.3
CT47A8,2.3
CT47A9,2.3
IFNA21,2.3
MIR652,2.3
CCNF,2.3
GIGYF2,2.3
RAB11B,2.3
TMEM26,2.3
RIN2,2.3
KIAA1109,2.3
PITPNM3,2.3
MIR744,2.3
CDC42BPB,2.3
IDE,2.3
SPAG1,2.3
PSMD11,2.3
KCTD5,2.3
UGT1A8,2.3
CBX1,2.3
SH3PXD2B,2.29
GNG13,2.29
BHLHA9,2.29
TRB,2.29
ENTPD5,2.29
CXCL17,2.29
S1PR2,2.29
DIAPH2,2.29
TRIM26,2.29
C2CD6,2.29
IGK,2.29
ADRA1B,2.29
ZNF462,2.29
IFNG-AS1,2.29
KMT2E,2.29
H3C3,2.29
H4C8,2.29
H4C14,2.29
AGGF1,2.29
RASSF10,2.29
PCCA,2.29
IMP3,2.29
BDNF-AS,2.29
SGTA,2.28
C10orf90,2.28
PIK3C2B,2.28
ARHGEF10,2.28
LSM11,2.28
PTGFR,2.28
IFT43,2.28
CACNA1G-AS1,2.28
ENSG00000285095,2.28
PFN2,2.28
SENP2,2.28
PDS5A,2.28
EIF4G2,2.28
TAF10,2.28
MAEA,2.28
RND3,2.28
ING2,2.28
RPL24,2.28
RPL9,2.28
EFNA2,2.28
LAD1,2.28
TMOD3,2.28
LRIG3,2.28
SLC2A10,2.28
DYNC1I2,2.28
NASP,2.28
FAM72A,2.27
TPH1,2.27
ATG3,2.27
HJV,2.27
SIPA1L3,2.27
TAGLN2,2.27
SHC2,2.27
CES2,2.27
GALNT2,2.27
NDUFA1,2.27
SLIT3,2.27
KIF18A,2.27
KCND3,2.27
H4C3,2.27
UBA7,2.27
RNPC3,2.27
PABPC4,2.27
RHOG,2.27
CTR9,2.27
OLIG2,2.27
MRPS11,2.27
MIR18B,2.27
COL8A2,2.27
GSPT1,2.27
EN2,2.27
NECTIN2,2.27
GABPB1-AS1,2.26
ANXA8,2.26
SIGLEC1,2.26
EEF1G,2.26
GRK4,2.26
RPL36,2.26
MCCC2,2.26
IMMT,2.26
PPP1R3D,2.26
DYNLT1,2.26
LYL1,2.26
GNAO1,2.26
CYC1,2.26
DLX1,2.26
ENSG00000237614,2.26
TRIM32,2.26
SAP130,2.26
MYOC,2.26
OGA,2.26
RPS5,2.26
ITIH2,2.25
NEIL2,2.25
FCGR3B,2.25
BRSK1,2.25
PTBP3,2.25
URB2,2.25
JRK,2.25
BBS2,2.25
EGR3,2.25
LAP3,2.25
ARMT1,2.25
NDUFB9,2.25
STRN,2.25
CD93,2.25
LOC106728418,2.25
MIR544A,2.25
TEC,2.25
CBFA2T2,2.25
SNRPE,2.25
GYG2,2.25
TRIOBP,2.25
NTSR2,2.25
SBSN,2.25
SCAF1,2.25
CHRNA1,2.25
PCGF6,2.25
PTPRM,2.25
MYH14,2.25
LRIG2,2.25
NOP14,2.25
INPP5E,2.25
UFC1,2.24
NSMCE1,2.24
GNRHR2,2.24
CCNK,2.24
ORAI3,2.24
NUDCD1,2.24
LEFTY1,2.24
OSBPL5,2.24
UCK2,2.24
H3C14,2.24
CYP3A43,2.24
ANKS1B,2.24
MIR944,2.24
RPL17,2.24
CLASP1,2.24
MTM1,2.24
SOX6,2.23
GPA33,2.23
ALDH3A2,2.23
OTX1,2.23
MBOAT7,2.23
OSGIN1,2.23
CAVIN2,2.23
ALDOB,2.23
MID2,2.23
CNTNAP1,2.23
PSMC2,2.23
PHRF1,2.23
ARHGEF26,2.23
NEFH,2.23
FBXO22,2.23
MRPL20,2.23
ARMC8,2.23
MIR548C,2.23
DHX40,2.23
BCL2L15,2.23
VDAC2,2.23
H4C11,2.23
DPYSL3,2.23
DPYS,2.22
TBRG1,2.22
MIR92B,2.22
UBE3C,2.22
LNCNEF,2.22
MYL9,2.22
OIP5-AS1,2.22
FRAT2,2.22
SLC9A3,2.22
RNF114,2.22
INTS2,2.22
PHACTR1,2.22
ASAP2,2.22
INTS9,2.22
RCAN1,2.22
KLF9,2.22
PPIL2,2.22
VCX2,2.22
MT-TC,2.22
GSTA4,2.22
AOC4P,2.22
NOS1AP,2.22
GNA14,2.22
IARS1,2.22
BAMBI,2.22
TBC1D9,2.22
LITAF,2.22
SELENOW,2.21
CLEC16A,2.21
SRPK2,2.21
POFUT1,2.21
NOL11,2.21
PSMG1,2.21
NDFIP1,2.21
SLC30A4,2.21
CDCA8,2.21
AJUBA,2.21
CLEC3A,2.21
LRRC4C,2.21
ZNF326,2.21
NXPH1,2.21
DYNC1I1,2.21
BTG3,2.21
LPCAT4,2.21
ATP6V1A,2.21
NAA80,2.21
GRIN1,2.21
GH2,2.21
H4C2,2.21
ATP5PO,2.21
TRD,2.21
EFNB3,2.21
RAB1B,2.21
PHF2,2.2
OXER1,2.2
PKIB,2.2
SIRLNT,2.2
ZMYM4,2.2
SERPINA4,2.2
TUBD1,2.2
GNAT2,2.2
MRPL4,2.2
KRT83,2.2
LSM2,2.2
MDH1,2.2
AMIGO2,2.2
NOX5,2.2
PTAFR,2.2
JPT1,2.2
SETD9,2.2
EIF4EBP2,2.2
LOR,2.2
GPRC6A,2.2
CDC42BPA,2.2
PRR33,2.19
FOXL1,2.19
PSMB7,2.19
MIR505,2.19
STIM2,2.19
CNMD,2.19
SLC23A2,2.19
CABIN1,2.19
MAGEA2B,2.19
ADH7,2.19
TMEM165,2.19
PLXDC1,2.19
RPL34,2.19
BVR1,2.19
CYSLTR1,2.19
SOHLH2,2.19
RPL18A,2.19
DMAP1,2.19
TRIP6,2.18
TBC1D5,2.18
CTAGE1,2.18
HRG,2.18
CACNA2D2,2.18
SLC37A2,2.18
SLC25A22,2.18
COPB1,2.18
TRIM47,2.18
NR6A1,2.18
VANGL2,2.18
MED6,2.18
MRPS7,2.18
LYPD5,2.18
ABCE1,2.18
C1D,2.18
CLMN,2.18
CHD9,2.18
CEP250,2.18
PDK2,2.18
CUZD1,2.18
LUC7L3,2.18
SON,2.18
LMAN1,2.18
DPF2,2.18
POU2AF1,2.18
HOXC10,2.18
MAGEA5,2.18
SERPINB6,2.18
STK32C,2.18
CCL15,2.17
STAM2,2.17
RNF214,2.17
KLHL2,2.17
OGFOD1,2.17
UBE2M,2.17
GABPB1,2.17
RAPSN,2.17
UBE4A,2.17
SUCLA2,2.17
MRTFB,2.17
TBX4,2.17
CRACD,2.17
MIR1208,2.17
CNGB1,2.17
STIL,2.17
USP44,2.17
SLC12A2,2.17
PTRH2,2.17
CASC17,2.17
DSCR8,2.17
RPL23,2.17
HOXC9,2.16
UGT1A3,2.16
TRPC3,2.16
PAG1,2.16
TRIM11,2.16
SLC38A1,2.16
SNX8,2.16
LOC108281177,2.16
ME2,2.16
NGDN,2.16
ABCA12,2.16
OSBP,2.16
FAM126B,2.16
PNO1,2.16
ARL2,2.16
CAMK1D,2.16
TMED3,2.16
SEC61G,2.16
RGMA,2.16
ATOX1,2.16
TSHZ3,2.16
PTGDR,2.16
DNAJA1,2.16
HMCN1,2.16
PRKAG3,2.16
GOT2,2.15
SUN2,2.15
MYOT,2.15
KLRC1,2.15
C2orf80,2.15
MED10,2.15
AMPD1,2.15
UNC13B,2.15
KIF3A,2.15
HS3ST3A1,2.15
GTF2B,2.15
ADAMTS5,2.15
CXCL3,2.15
LRPAP1,2.15
NFKBIB,2.15
VCX,2.15
GCNT1,2.15
SH3TC2,2.14
LFNG,2.14
MRPL18,2.14
DHRS9,2.14
CCNQ,2.14
ARPP19,2.14
CHN1,2.14
NMNAT1,2.14
RTEL1-TNFRSF6B,2.14
RAE1,2.14
MAN1B1,2.14
GMPR2,2.14
LOC108961161,2.14
INPP5J,2.14
ZNF804A,2.14
NRARP,2.14
POU5F1P4,2.14
ABCG5,2.14
PDE7B,2.13
MIR100HG,2.13
SRSF7,2.13
ME1,2.13
MAP4,2.13
ATP6V1C1,2.13
ATP1B1,2.13
ANAPC16,2.13
IQSEC1,2.13
CSRP3,2.13
MT-TL2,2.13
TRO,2.13
SYVN1,2.13
TRA2A,2.13
EIF5B,2.13
HLA-DRA,2.13
SPANXA2,2.13
SNRPD2,2.13
RAB34,2.13
F11,2.13
LACC1,2.13
ATP9B,2.13
CT55,2.13
EBF3,2.12
CDYL2,2.12
AAMP,2.12
IFT80,2.12
ALG9,2.12
OVCA2,2.12
ADK,2.12
EP400,2.12
SLC25A46,2.12
SLC27A4,2.12
KIRREL3,2.12
VPS18,2.12
CNOT7,2.12
DMKN,2.12
GAS2,2.12
MYO10,2.12
MGA,2.12
TFDP3,2.11
BOP1,2.11
CFHR1,2.11
PPP1R3C,2.11
SYNM,2.11
TAX1BP3,2.11
CPQ,2.11
ABLIM1,2.11
CAMK4,2.11
ATG4A,2.11
RMND1,2.11
LINC02224,2.11
MRPL15,2.11
MRPL45,2.11
CDIPT,2.11
MDN1,2.11
MRPS9,2.11
RSL1D1,2.11
FATE1,2.11
TRARG1,2.11
RCC2,2.11
XCL1,2.11
STK38,2.11
DEPTOR,2.11
ESX1,2.11
DLX5,2.11
XPNPEP3,2.1
RYR3,2.1
MIR383,2.1
SLC28A3,2.1
TRAPPC9,2.1
ZZZ3,2.1
SEC61B,2.1
PIEZO1,2.1
HIVEP3,2.1
DDX43,2.1
SF3B3,2.1
PNMA2,2.1
CDK13,2.1
NPR1,2.1
LOC110351180,2.1
KIF24,2.1
RPLP1,2.1
TRIP11,2.1
ENTPD1,2.1
MED15,2.1
OTUD7B,2.1
AFAP1L2,2.1
PSMD3,2.1
NR2C1,2.1
POTEKP,2.1
HUS1,2.1
KCND2,2.1
HOXB5,2.1
NOP56,2.09
MIR601,2.09
PPP2R5D,2.09
GRK5,2.09
ERLEC1,2.09
FA2H,2.09
VAT1,2.09
TDRD7,2.09
KCNK4,2.09
SUDS3,2.09
ATP11A,2.09
LTBP3,2.09
BIN2,2.09
TNFAIP6,2.09
NUDT5,2.09
GTF2IRD1,2.09
ERAP1,2.09
TSPYL2,2.09
CAMLG,2.09
CPEB1,2.09
POTEJ,2.09
FERMT3,2.09
NCDN,2.09
NFAT5,2.09
PSMC1,2.09
DDOST,2.09
SH3BGRL3,2.09
GJC1,2.09
GJA4,2.08
DDC,2.08
LARS1,2.08
SLC33A1,2.08
TCEAL1,2.08
STN1,2.08
MYL6B,2.08
CKMT1B,2.08
SDC3,2.08
ZW10,2.08
S100A3,2.08
MEMO1,2.08
KIFBP,2.08
DEFA5,2.08
TLE3,2.08
GCN1,2.08
NLRC4,2.08
EME1,2.08
CLASP2,2.08
UBE2E1,2.08
ATIC,2.07
SCN3B,2.07
GABRA6,2.07
NBAS,2.07
MC3R,2.07
HINT1,2.07
NINL,2.07
IFNA13,2.07
HSD17B10,2.07
CSGALNACT1,2.07
FCER2,2.07
NPR2,2.07
COG1,2.07
MIR1258,2.07
VPS52,2.07
CYB5D2,2.07
NAP1L1,2.07
ATP1B2,2.07
EIF2B3,2.07
ARHGAP5,2.07
UCN,2.07
LINC01013,2.07
TSTD1,2.07
H2BS1,2.07
GBX2,2.06
NSF,2.06
NAGA,2.06
HR,2.06
GUCY1A2,2.06
WDR1,2.06
GAN,2.06
UTP14A,2.06
LOC111365141,2.06
NBPF10,2.06
AP3B1,2.06
KDM3B,2.06
ELF1,2.06
ATE1,2.06
LRRC15,2.06
ADGRE2,2.06
CES1,2.06
BAIAP2,2.06
RAPGEF1,2.06
MKNK2,2.06
POLR2B,2.06
MIR638,2.06
USP33,2.06
MRPL13,2.06
FAM83A,2.06
SRXN1,2.06
IFN1@,2.06
CD3G,2.06
CAMK1G,2.06
GNL2,2.06
ZNF469,2.06
SDCBP2,2.05
RPL39,2.05
RRAD,2.05
DOCK7,2.05
P2RY12,2.05
KIFC3,2.05
DYNLL1,2.05
CSDE1,2.05
ATG9B,2.05
SLC25A43,2.05
TPP1,2.05
USP4,2.05
TNNI2,2.05
FDFT1,2.05
SENP3,2.05
CCT6A,2.05
TUFM,2.05
ABAT,2.05
PLRG1,2.05
PEX5,2.05
ZNF471,2.05
FMOD,2.05
MAN2A1,2.05
TUT4,2.05
CSRP1,2.05
RPP14,2.05
GIPC3,2.05
SLC7A6,2.05
MIR374B,2.04
APLP2,2.04
CA4,2.04
ILRUN,2.04
ADPRH,2.04
CCRL2,2.04
HOXD3,2.04
NDST3,2.04
