,gene1,gene2,weight
941,AKT1,CDKN1B,1
942,HDAC3,NCOR1,1
943,CDK1,CCNA1,1
944,BAK1,BID,1
945,BLM,ATR,1
946,RAD50,TERF2IP,1
947,INS,IGF1,1
948,PTPN11,ERBB2,1
949,BMP7,BMPR2,1
950,FADD,RIPK1,1
951,EIF4EBP1,RPS6KB1,1
952,ERCC5,ERCC4,1
953,CTNNB1,CDH2,1
954,BRCA1,FANCA,1
955,RAD51,RPA1,1
956,AKT2,VHL,1
957,DSP,DSG2,1
958,LIG4,XRCC5,1
959,MMP1,TIMP1,1
960,KMT2D,EP300,1
961,BIRC2,TRAF3,1
962,FLNA,PAK1,1
963,TNFRSF1B,TNFRSF1A,1
964,PIK3R1,PIK3CD,1
965,JUP,CDH2,1
966,WNT3A,LRP6,1
967,PTH1R,PTH,1
968,EXO1,MSH6,1
969,NTRK1,NGFR,1
970,GSK3B,LRP6,1
971,HRAS,MAP2K1,1
972,CASP9,CASP2,1
973,PIK3R1,EGFR,1
974,SOD2,FOXO3,1
975,RAD52,WRN,1
976,ERCC2,ERCC1,1
977,PCNA,CDK2,1
978,CCNA2,MCM2,1
979,JAK2,SOCS3,1
980,BRCA2,BARD1,1
981,TNFAIP3,RPS27A,1
982,GRB2,ERBB3,1
983,BRCA1,TP53BP1,1
984,EPHA2,EFNB1,1
985,IKBKE,TRAF6,1
986,NCOA1,ESR2,1
987,PTCH1,DHH,1
988,MALT1,PRKCQ,1
989,EP300,SIRT1,1
990,RPS20,EIF3A,1
991,AKT1,CASP9,1
992,CDK1,CDK2,1
993,NFKB2,NFKBIA,1
994,IKBKG,TRAF6,1
995,CCNG1,TP53,1
996,TRAF6,CD40,1
997,ACVR1B,SMAD2,1
998,NRAS,ARAF,1
999,GNB1,GNAQ,1
1000,EGFR,PLCG1,1
1001,PORCN,WNT1,1
1002,HRAS,ARAF,1
1003,GNRH1,KISS1R,1
1004,AXIN2,APC,1
1005,EPB41L3,CADM1,1
1006,CAV1,NOS3,1
1007,SHC1,CBL,1
1008,BRAF,MAP2K2,1
1009,CTNNB1,PSEN1,1
1010,KLF4,POU5F1,1
1011,DNMT1,EZH2,1
1012,TIMELESS,CHEK1,1
1013,ELN,LOX,1
1014,LDLR,SREBF2,1
1015,ITGB1,ITGAV,1
1016,CTNNB1,WNT1,1
1017,IGF1,IGFBP6,1
1018,GMNN,CDC6,1
1019,INSR,IGF1R,1
1020,EIF4E,MTOR,1
1021,IKBKG,BCL10,1
1022,FADD,TNFRSF10A,1
1023,BCL10,PRKCQ,1
1024,DKC1,TERT,1
1025,HRAS,NF1,1
1026,TP53,RPA1,1
1027,INS,IRS2,1
1028,CHEK1,BLM,1
1029,XRCC6,WRN,1
1030,CDK2,MCM2,1
1031,AKT1,TP53,1
1032,CASP8,CASP9,1
1033,TNF,VCAM1,1
1034,POLE,MCM2,1
1035,SRC,FN1,1
1036,FOSL1,JUND,1
1037,LIN28A,NANOG,1
1038,MYD88,TLR4,1
1039,LIN28A,SOX2,1
1040,ISG15,STAT1,1
1041,CDK1,CCNE1,1
1042,ADIPOQ,PPARG,1
1043,BRCA2,ATM,1
1044,PLK1,CCNA2,1
1045,ATXN3,VCP,1
1046,ERCC2,POLR2L,1
1047,PLAUR,PLG,1
1048,SEMA4A,PLXND1,1
1049,ITGA6,ITGB1,1
1050,CDK1,PTTG1,1
1051,HMMR,AURKA,1
1052,PTPN11,PXN,1
1053,TERF2IP,NBN,1
1054,TF,TFRC,1
1055,NRG1,EGFR,1
1056,FOXO3,BCL2L11,1
1057,EFNA3,EPHA2,1
1058,EFNA3,EPHA3,1
1059,CDK2,CCNA1,1
1060,AKT1,STAT3,1
1061,CREB1,CRTC1,1
1062,BCL6,IRF4,1
1063,AREG,EGFR,1
1064,CSF2,IL2,1
1065,MYC,MAX,1
1066,BCL2,BAD,1
1067,RHEB,RPS6KB1,1
1068,NCOR2,HDAC1,1
1069,JAK3,STAT3,1
1070,DPYD,UMPS,1
1071,EPAS1,VHL,1
1072,PTTG1,AURKB,1
1073,VEGFA,STAT3,1
1074,ITGB3,FN1,1
1075,MYB,CREBBP,1
1076,DUSP1,MAPK1,1
1077,ATR,RPA1,1
1078,RBL1,CDK4,1
1079,AKT1,ILK,1
1080,HDAC1,SUZ12,1
1081,EZH2,YY1,1
1082,ADH1B,ALDH2,1
1083,BMP2,BMPR2,1
1084,MCM3,CDK2,1
1085,IL17A,STAT3,1
1086,FGF1,FGFR4,1
1087,VEGFA,IGF1,1
1088,AKT1,BCL2L1,1
1089,POLD1,FEN1,1
1090,RHOA,MAPK8,1
1091,AMHR2,AMH,1
1092,RPA1,MSH2,1
1093,RAD51,WRN,1
1094,FGF19,FGFR4,1
1095,SMARCA4,TERT,1
1096,MAP1LC3A,BECN1,1
1097,KIF15,AURKA,1
1098,CSNK1D,PER1,1
1099,FADD,TNFRSF1A,1
1100,TXN,SOD1,1
1101,CSF3R,CSF3,1
1102,TLR3,RIPK1,1
1103,ORC1,CCNA2,1
1104,CDT1,CDK2,1
1105,HMGB1,TLR2,1
1106,FGFR2,FGF9,1
1107,FGFR2,FGF7,1
1108,VEGFA,EGF,1
1109,KDM1A,TP53,1
1110,HSP90AA1,ERBB2,1
1111,JUP,DSP,1
1112,APAF1,CASP7,1
1113,EPHB6,EFNB1,1
1114,NBN,BARD1,1
1115,MCM3,RPA1,1
1116,BRCA1,MDC1,1
1117,AKT1,CREB1,1
1118,PIK3CG,KRAS,1
1119,GRB2,ERBB4,1
1120,CDKN2A,MDM2,1
1121,PTEN,PTK2,1
1122,DKC1,WRAP53,1
1123,VEGFA,TGFB1,1
1124,CCNE1,CDC6,1
1125,BUB1,AURKA,1
1126,RELA,EP300,1
1127,IL4R,STAT6,1
1128,VEGFA,NOS3,1
1129,CHUK,NFKB2,1
1130,RBBP8,EXO1,1
1131,EPHB2,EFNA3,1
1132,CDK1,NEK2,1
1133,PPARA,NCOR2,1
1134,SOS1,KRAS,1
1135,F3,F2,1
1136,CCL5,IL10,1
1137,CDK1,ECT2,1
1138,PKM,ENO1,1
1139,STAT3,CCND1,1
1140,CREB1,JUN,1
1141,IKBKB,BCL10,1
1142,IGF2,IGF2R,1
1143,HDAC2,NCOR2,1
1144,CDC42,MAPK8,1
1145,HDAC1,NCOR1,1
1146,SYK,CBL,1
1147,HSPA8,HSPA4,1
1148,FGFR4,FGF2,1
1149,JUN,FOSL1,1
1150,PPARA,NCOA1,1
1151,CDK1,HMMR,1
1152,MCL1,PMAIP1,1
1153,EGFR,HBEGF,1
1154,AKT1,BAD,1
1155,TRAF3,TLR4,1
1156,MYC,CDKN2A,1
1157,BRCA1,CHEK2,1
1158,IL10,CSF2,1
1159,FGFR3,FGF2,1
1160,MCM3,POLD1,1
1161,JUP,CTNNA1,1
1162,CDKN1A,CCNB1,1
1163,BID,BAX,1
1164,IRS2,IGF1R,1
1165,CASP8,BIRC3,1
1166,B2M,CALR,1
1167,KMT2A,EP300,1
1168,MC1R,POMC,1
1169,AURKB,AURKA,1
1170,CCL5,CCR1,1
1171,JUN,EGR1,1
1172,CCL5,CXCL8,1
1173,PSEN1,NOTCH1,1
1174,CASP8,TNFSF10,1
1175,ACTA2,MYH11,1
1176,PMS2,MLH1,1
1177,ADAM17,TIMP3,1
1178,JAK2,PTPN1,1
1179,MMP2,DCN,1
1180,NEK2,TPX2,1
1181,BCL2L1,STAT3,1
1182,EPHB4,EFNB1,1
1183,BCAR1,PTK2B,1
1184,POLR2L,ERCC3,1
1185,JAK2,SOCS1,1
1186,CHEK2,MDC1,1
1187,GLI2,PTCH1,1
1188,PIK3R1,SHC1,1
1189,FGFR1,PLCG1,1
1190,SRC,CAV1,1
1191,ATF2,JUND,1
1192,CCL5,CCR3,1
1193,PTCH2,SHH,1
1194,POLB,XRCC1,1
1195,JUN,ATF2,1
1196,VEGFA,HGF,1
1197,FADD,CASP10,1
1198,MAPK8,DUSP1,1
1199,RHOA,ARHGEF2,1
1200,RARB,RARA,1
1201,RAD50,ATR,1
1202,ARAF,MAP2K2,1
1203,JAK2,PTPN11,1
1204,MYC,JUN,1
1205,CDC25C,TP53,1
1206,MSH3,MSH6,1
1207,CXCL8,IL1B,1
1208,HDAC1,SIRT1,1
1209,VEGFA,FLT4,1
1210,SHC1,ERBB2,1
1211,SRC,PTPN1,1
1212,DVL1,CTNNB1,1
1213,MYC,AKT1,1
1214,MMP9,TIMP2,1
1215,NGF,NTRK2,1
1216,IL6,SOCS3,1
1217,XRCC3,BLM,1
1218,ACD,TERF2IP,1
1219,PTHLH,PTH1R,1
1220,DKK1,WNT3A,1
1221,XPO1,NUP214,1
1222,PRLR,GH1,1
1223,TNF,IL13,1
1224,RB1,CCND1,1
1225,MCM3,POLE,1
1226,RBL2,CCND2,1
1227,MTHFR,TYMS,1
1228,ZFPM2,GATA4,1
1229,CDC25B,MAPK14,1
1230,BRCA2,FANCG,1
1231,RAD52,ATM,1
1232,CD44,SPP1,1
1233,TNF,IL4,1
1234,NRG1,ERBB2,1
1235,XRCC5,RAD50,1
1236,IL6R,STAT3,1
1237,EPHB6,EFNA3,1
1238,JUP,CDH3,1
1239,CAV1,EGFR,1
1240,PTCH1,SMO,1
1241,FOS,MAPK1,1
1242,RAD50,XRCC6,1
1243,CDK1,CDC6,1
1244,GRIN2B,FYN,1
1245,ITGB3,FLNA,1
1246,GRB2,IRS1,1
1247,SERPINA1,A2M,1
1248,HDAC2,NCOR1,1
1249,AKT1,RPS6KB1,1
1250,SQSTM1,MAP1LC3A,1
1251,AKT1,ERBB3,1
1252,ITGA4,ITGB1,1
1253,FGF9,FGFR3,1
1254,RNF43,LGR5,1
1255,RAD51B,BRCA2,1
1256,EFNA3,EPHB4,1
1257,BRCA1,RAD50,1
1258,COL1A2,SPARC,1
1259,CDKN1C,CCND1,1
1260,LIG4,PRKDC,1
1261,TCF7L2,EP300,1
1262,POLR2L,POLR3B,1
1263,IFI27,ISG15,1
1264,IGF2,IGFBP4,1
1265,RBL1,CDK2,1
1266,ITGB1,ITGA3,1
1267,CDC45,CDK2,1
1268,EIF4E,RPS6KB1,1
1269,CCK,GAST,1
1270,BRCA1,RAD52,1
1271,IGF1,EGF,1
1272,NTRK2,NGFR,1
1273,TNF,NFKBIA,1
1274,CDC42,RPS6KB1,1
1275,MCM4,CCNA1,1
1276,LEP,STAT3,1
1277,CCNE2,CDK1,1
1278,PIK3R1,IRS1,1
1279,RAD51B,BRCA1,1
1280,FEN1,APEX1,1
1281,GNB1,GNAS,1
1282,IL10,CD86,1
1283,CDKN2A,CCND1,1
1284,RAD50,ATM,1
1285,RELA,NFKB1,1
1286,AKT1,TCL1A,1
1287,HDAC2,SUZ12,1
1288,IL10,CD80,1
1289,IL18,IL1B,1
1290,PEA15,MAPK3,1
1291,GNRH1,GNRH2,1
1292,CALCA,PTH,1
1293,SKP2,CDK2,1
1294,MCM3,CHEK1,1
1295,IRS1,IGF1,1
1296,DNMT1,RB1,1
1297,YAP1,ERBB4,1
1298,CXCL8,IL4,1
1299,F10,F3,1
1300,CTNND1,CDH5,1
1301,CCND3,CDKN2C,1
1302,RAD51,MLH1,1
1303,HRAS,SRC,1
1304,BRCA1,BRIP1,1
1305,ITGAV,TGFB1,1
1306,MYC,CDK2,1
1307,B2M,CD1A,1
1308,ERCC2,XPA,1
1309,MAP2K2,MAPK1,1
1310,AKT1,ESR1,1
1311,CCL4,CXCL10,1
1312,TRAF3,MAP3K1,1
1313,MTOR,RPS6KB2,1
1314,PMS1,MSH2,1
1315,CCL5,CXCL9,1
1316,RAD51,RAD50,1
1317,AKT1,PHLPP1,1
1318,CCL4,CXCL8,1
1319,INS,PTPN1,1
1320,RAD51,ATR,1
1321,DIABLO,BIRC3,1
1322,NTRK1,BDNF,1
1323,FANCF,FANCD2,1
1324,PTPN11,STAT3,1
1325,INS,EGF,1
1326,RAD52,ATR,1
1327,FOXM1,CCNB2,1
1328,PTEN,SLC9A3R1,1
1329,MYC,CTNNB1,1
1330,CD14,TLR2,1
1331,KCTD1,TFAP2C,1
1332,TGFBR1,SMAD4,1
1333,IL10,CXCL10,1
1334,MAPK8,BCL2L11,1
1335,MAP2K4,MAPK8,1
1336,LRP5,WNT1,1
1337,IKBKB,CHUK,1
1338,ERBB2,KRAS,1
1339,EZH2,DNMT3A,1
1340,RBL1,E2F1,1
1341,JUP,DSG2,1
1342,BIRC5,PLK1,1
1343,BCL2,BCL2L1,1
1344,AZGP1,PIP,1
1345,IL4,CCL2,1
1346,IL1B,IL4,1
1347,SOS1,EGFR,1
1348,APOE,APOA1,1
1349,CDK1,MCM4,1
1350,DUSP1,MAPK14,1
1351,ARAF,KRAS,1
1352,ATR,FANCM,1
1353,NPM1,TP53,1
1354,HRAS,SOS2,1
1355,SKP2,CCNA2,1
1356,MYB,EP300,1
1357,HRAS,ERBB2,1
1358,PPARG,FABP4,1
1359,SHC1,ERBB3,1
1360,XRCC6,ATM,1
1361,JUN,TP53,1
1362,CDK1,RRM2,1
1363,HDAC2,SIRT1,1
1364,CD40,BIRC3,1
1365,STAT5B,IL2,1
1366,HLA-A,CALR,1
1367,PROK2,PROKR2,1
1368,MAPK3,MAP2K2,1
1369,LEP,PPARG,1
1370,ALB,APOA1,1
1371,IKBKG,TLR4,1
1372,PCNA,CCNE1,1
1373,E2F1,CDC6,1
1374,ATF2,MAPK14,1
1375,ERBB4,STAT5A,1
1376,STAT1,EIF2AK2,1
1377,RHO,RCVRN,1
1378,GRB7,ERBB2,1
1379,IGF1R,PIK3R3,1
1380,AKT1,MDM2,1
1381,CDC25C,CCNB2,1
1382,CCNG1,MDM2,1
1383,PRKDC,TP53,1
1384,XPA,ERCC5,1
1385,FGFR2,FGF8,1
1386,FGFR1,FGF8,1
1387,STK11,TP53,1
1388,BRCA1,CHEK1,1
1389,HDAC1,EP300,1
1390,CCNA2,MCM4,1
1391,ASXL1,EZH2,1
1392,SDHC,FH,1
1393,TGFBR1,SMAD7,1
1394,HSP90AA1,NOS3,1
1395,ATR,WRN,1
1396,MAP2K1,MAPK3,1
1397,MAPK8,JUND,1
1398,CDKN1C,CCND3,1
1399,S100A4,ANXA2,1
1400,STAT5A,IL2,1
1401,MMP9,PLG,1
1402,RXRA,CREBBP,1
1403,MAP2K1,MAPK1,1
1404,HSPD1,HSP90AA1,1
1405,CCNB1,AURKA,1
1406,AR,FOXA1,1
1407,RPA1,MCM5,1
1408,IL6ST,IL6R,1
1409,EPHB2,TIAM1,1
1410,UBE2T,FANCD2,1
1411,GNB1,ADRB2,1
1412,TCF3,MYOD1,1
1413,PCNA,MSH3,1
1414,IL10,IL18,1
1415,WNT1,SFRP1,1
1416,XPA,XPC,1
1417,BUB3,AURKB,1
1418,HDAC1,TP53,1
1419,HDAC1,YY1,1
1420,HSPB1,MAPK14,1
1421,MYC,FBXW7,1
1422,ERCC4,ERCC3,1
1423,AKT1,FOXO4,1
1424,ERCC2,ERCC4,1
1425,CDC25A,CCNA2,1
1426,BIRC2,RIPK1,1
1427,SRC,CDH1,1
1428,CCNB1,CDC25B,1
1429,PLAUR,SERPINE1,1
1430,PTTG1,PLK1,1
1431,RBBP8,RAD50,1
1432,FAN1,FANCD2,1
1433,PTPN1,IRS1,1
1434,NRAS,PIK3CG,1
1435,AVP,CRH,1
1436,STAT1,PIAS1,1
1437,CD44,HMMR,1
1438,AKT1,PIK3R1,1
1439,JAK2,LEPR,1
1440,GATA3,STAT6,1
1441,CREB1,FOS,1
1442,B2M,HFE,1
1443,HSP90AA1,TP53,1
1444,PLCB1,GNAQ,1
1445,EGFR,PIK3CA,1
1446,CDC25A,CCNE1,1
1447,BCL2,BID,1
1448,RAD51,PALB2,1
1449,CDKN2B,CDK6,1
1450,IL13,STAT6,1
1451,PPARG,EP300,1
1452,LEPR,STAT3,1
1453,TXN,PRDX2,1
1454,BIRC2,CASP7,1
1455,LEPR,SOCS3,1
1456,NEK2,AURKA,1
1457,BRCA1,ATR,1
1458,EDA,EDAR,1
1459,PTCH2,DHH,1
1460,GNB3,GNA11,1
1461,RPS6KA3,MAPK3,1
1462,STMN1,CDK1,1
1463,GJA1,CDH2,1
1464,MCM2,GMNN,1
1465,MAPK8,FOS,1
1466,BUB1,CCNA2,1
1467,SHC1,ERBB4,1
1468,PTPRC,CXCR4,1
1469,BRCA1,WRN,1
1470,CCNA2,TP53,1
1471,KDM1A,HDAC1,1
1472,PTCH2,IHH,1
1473,BAG1,HSPA4,1
1474,SMO,GLI1,1
1475,AKT1,PTEN,1
1476,SERPINC1,PLG,1
1477,STAT5B,EGFR,1
1478,DNMT3B,EZH2,1
1479,TOP2A,BUB1,1
1480,GSK3B,CCND1,1
1481,ANXA2,PLG,1
1482,SDHB,FH,1
1483,XRCC3,RAD51,1
1484,CTNNB1,TCF7L1,1
1485,MAPK8,ATF2,1
1486,TNF,RELA,1
1487,CTNNB1,EGFR,1
1488,ROBO1,SRGAP1,1
1489,ILK,ITGB1,1
1490,MAP3K1,MAPK8,1
1491,FOXO3,AKT2,1
1492,BRCA1,FANCC,1
1493,CTNNB1,LRP6,1
1494,HDAC1,DNMT1,1
1495,TRH,GNRH1,1
1496,ERCC5,CCNH,1
1497,PIK3R1,CBL,1
1498,XRCC6,MSH6,1
1499,RPS6KA3,MAPK1,1
1500,TYMP,DPYD,1
1501,FEN1,MSH2,1
1502,TRAF6,CYLD,1
1503,MYC,STAT3,1
1504,CFLAR,CASP10,1
1505,ROR2,WNT5A,1
1506,CDK1,CDT1,1
1507,WNT5A,LRP6,1
1508,FGF1,FGFR3,1
1509,ESR1,SRC,1
1510,SRC,EGF,1
1511,AURKB,CCNA2,1
1512,VEGFA,THBS1,1
1513,JAK1,STAT6,1
1514,NCOA1,RARA,1
1515,GLI3,PTCH1,1
1516,GATA3,IL13,1
1517,TGFBR2,SMAD4,1
1518,ITGAV,VTN,1
1519,CTNNB1,NOTCH1,1
1520,TBL1XR1,HDAC3,1
1521,ATM,MDM2,1
1522,FN1,ITGA5,1
1523,TP53BP1,PRKDC,1
1524,F8,F2,1
1525,SHC1,PIK3R2,1
1526,EP300,CREBBP,1
1527,MTOR,IRS1,1
1528,XRCC6,MSH2,1
1529,WEE1,CDC25C,1
1530,FN1,ALB,1
1531,CCND3,RBL2,1
1532,MAP2K4,MAPK10,1
1533,NOTCH1,HES1,1
1534,ESR1,CCND1,1
1535,DRD2,SLC6A3,1
1536,ATM,MSH2,1
1537,BECN1,RB1CC1,1
1538,AR,SRC,1
1539,TP73,ABL1,1
1540,TP53,MAPK14,1
1541,ERCC4,XPC,1
1542,RAC1,STAT3,1
1543,LRP5,WNT3A,1
1544,IL3,IL2,1
1545,ATM,MSH6,1
1546,ERBB4,HBEGF,1
1547,STAT5A,EGFR,1
1548,SHC1,NTRK2,1
1549,SDHD,FH,1
1550,GHR,JAK2,1
1551,BLM,ATM,1
1552,ESR1,IGF1R,1
1553,MTOR,STAT3,1
1554,CCL4,CCR1,1
1555,STAT1,IFNG,1
1556,RB1,CDK6,1
1557,JAK3,STAT6,1
1558,SHH,SMO,1
1559,NOTCH1,ADAM10,1
1560,GAST,GRP,1
1561,CCNB1,CDC6,1
1562,RALB,RALBP1,1
1563,KLF4,LIN28A,1
1564,XRCC6,TERT,1
1565,DIABLO,CASP9,1
1566,MAP2K3,MAPK14,1
1567,CDKN1C,CDK6,1
1568,HK1,G6PD,1
1569,ESR1,FOXA1,1
1570,WNT1,SFRP2,1
1571,FGFR1,CTNNB1,1
1572,RAD50,RAD52,1
1573,EGF,HBEGF,1
1574,NCOR2,RARA,1
1575,CDC27,PLK1,1
1576,CCNA2,MCM5,1
1577,HSP90AA1,EGFR,1
1578,FGFR1,FGF4,1
1579,FANCD2,PALB2,1
1580,E2F1,CCNA2,1
1581,HRAS,PIK3CB,1
1582,FGFR2,FGF3,1
1583,SOCS3,LEP,1
1584,BIRC2,CASP3,1
1585,GAST,CCKAR,1
1586,RXRA,NCOR1,1
1587,FN1,FBN1,1
1588,RAD51B,XRCC2,1
1589,TLR4,CD14,1
1590,SHC1,SOS1,1
1591,XRCC5,TP53BP1,1
1592,ERBB3,EGF,1
1593,IKBKG,TLR3,1
1594,CSF2,IL5,1
1595,CD44,SELE,1
1596,CTNNA1,CDH2,1
1597,ADAM10,DLL4,1
1598,BTC,ERBB2,1
1599,HRAS,GRB2,1
1600,IFITM1,ISG15,1
1601,POLR3A,POLR2L,1
1602,CCNE2,CDC6,1
1603,FN1,PXN,1
1604,CCNE1,RBL2,1
1605,GPC3,SHH,1
1606,MYD88,TLR9,1
1607,VEGFA,MMP9,1
1608,VIP,SCT,1
1609,MYC,TERT,1
1610,CASP8,TNFRSF1A,1
1611,AFP,GPC3,1
1612,MCM3,CCNA2,1
1613,TNF,IL1B,1
1614,ADIPOQ,FABP4,1
1615,KDM1A,SNAI1,1
1616,RAC1,PAK1,1
1617,CDC45,POLE,1
1618,BCAR1,FYN,1
1619,PCNA,EXO1,1
1620,MAP2K1,RAF1,1
1621,TP63,MDM2,1
1622,STAT5A,EPOR,1
1623,TGFBR1,ENG,1
1624,MMP3,TIMP1,1
1625,RAD52,ERCC1,1
1626,TRAF6,TNFSF11,1
1627,STAT3,MAPK1,1
1628,DVL1,LRP6,1
1629,IGFBP1,IGFBP4,1
1630,CHEK1,CDC25B,1
1631,CDK4,CCNB1,1
1632,XRCC5,TERT,1
1633,CHEK2,NBN,1
1634,CYLD,RIPK1,1
1635,MUC5AC,MUC1,1
1636,ATR,ATM,1
1637,F10,F5,1
1638,BMPR2,BMP4,1
1639,ATR,NBN,1
1640,MAPK8,CD40,1
1641,IKBKG,MYD88,1
1642,GADD45A,TP53,1
1643,CCK,GRP,1
1644,SHC1,IRS1,1
1645,RAD50,BARD1,1
1646,HSP90AA1,AHR,1
1647,ITGB1,ITGA9,1
1648,CASP3,MAPK14,1
1649,MAPK3,DUSP1,1
1650,CTNNB1,ERBB2,1
1651,GRB2,PTPN11,1
1652,APAF1,XIAP,1
1653,CDK1,CDKN3,1
1654,FZD4,WNT5A,1
1655,CASP8,TLR3,1
1656,HDAC4,SIRT1,1
1657,HDAC2,KDM1A,1
1658,CTNNB1,CDH5,1
1659,CXCL10,CCL11,1
1660,VEGFA,CDH5,1
1661,EGFR,ERBB3,1
1662,GATA3,IL5,1
1663,SERPINB2,PLAU,1
1664,SKP2,CDKN1B,1
1665,JAK2,EPO,1
1666,EZH2,TP53,1
1667,HIF1A,CA9,1
1668,MAP2K4,MAP3K1,1
1669,AKT1,PRKDC,1
1670,GRB2,MAPK1,1
1671,CCL5,CCR2,1
1672,CDK2,MCM5,1
1673,IKBKB,PRKCQ,1
1674,EPAS1,EP300,1
1675,FGFR2,GRB2,1
1676,PLK1,RAD21,1
1677,NCOA1,NR3C1,1
1678,MAP2K1,ARAF,1
1679,APP,ADAM10,1
1680,SMARCA4,HDAC1,1
1681,ITGB1,FN1,1
1682,RHOA,CTNND1,1
1683,PRLR,STAT5B,1
1684,FZD4,LRP5,1
1685,CDC42,SRC,1
1686,ETS1,PAX5,1
1687,EXO1,ERCC1,1
1688,FOXM1,CDK2,1
1689,IKBKG,MAP3K1,1
1690,CEBPB,PPARG,1
1691,PIK3R1,PTEN,1
1692,RAC1,RPS6KB1,1
1693,IL1A,IL1RN,1
1694,ESR1,GATA3,1
1695,TRAF6,MAPK8,1
1696,HDAC1,CREBBP,1
1697,ABL1,ATM,1
1698,VEGFA,PDGFB,1
1699,EGF,CDH1,1
1700,SRC,CTNNB1,1
1701,XPA,DDB2,1
1702,BCL2L11,CASP3,1
1703,VEGFA,FN1,1
1704,CXCL9,CXCL10,1
1705,PMAIP1,TP53,1
1706,SOD2,GPX1,1
1707,FOXO3,CREBBP,1
1708,FOS,STAT3,1
1709,AKT1,GRB2,1
1710,TAC3,KISS1,1
1711,CDK1,PRC1,1
1712,PEBP1,RAF1,1
1713,INS,RPS6KB1,1
1714,PTPN1,EGFR,1
1715,AXIN2,LEF1,1
1716,CTTN,PXN,1
1717,B2M,TFRC,1
1718,BRCA1,BACH1,1
1719,RAD51,PCNA,1
1720,NRAS,NF1,1
1721,FEN1,MCM2,1
1722,CTTN,PTK2,1
1723,BRCA1,FANCF,1
1724,ITGA6,ITGB4,1
1725,PECAM1,CDH5,1
1726,GATA3,FOXA1,1
1727,IL6,IL13,1
1728,FOXM1,CDC25A,1
1729,TP53,SNAI1,1
1730,CGA,FSHB,1
1731,PER1,PER2,1
1732,AKT1,HIF1A,1
1733,CCNB2,MCM2,1
1734,CCAR2,SIRT1,1
1735,AKT1,TSC1,1
1736,SRC,STAT5A,1
1737,PIK3CD,PIK3R3,1
1738,CTNND1,CTNNB1,1
1739,GTF2H5,CDK7,1
1740,MAP2K4,MAPK9,1
1741,BMPR2,BMP6,1
1742,FN1,EGF,1
1743,SOS1,NRAS,1
1744,AR,HSP90AA1,1
1745,CDC42,RAP1A,1
1746,PIK3R1,ERBB2,1
1747,FLT1,KDR,1
1748,ERCC2,XRCC1,1
1749,CASP3,CASP10,1
1750,ROCK1,RHOC,1
1751,PTPN11,ERBB3,1
1752,SOS1,PTPN11,1
1753,MAPK8,IRS1,1
1754,BRCA1,FANCG,1
1755,CASP7,CASP10,1
1756,MAPK3,SMAD2,1
1757,ERCC4,MSH2,1
1758,CDC42,PXN,1
1759,HDAC2,YY1,1
1760,MAP2K2,RAF1,1
1761,JUNB,ATF2,1
1762,PDGFA,PDGFRA,1
1763,JAK1,PTPN11,1
1764,FH,SDHA,1
1765,PTPN11,SOCS3,1
1766,POLE,MSH6,1
1767,PIK3CD,PIK3R2,1
1768,BRCA1,ESR1,1
1769,IKBKG,ATM,1
1770,ITGB3,ITGA5,1
1771,APC2,CTNNB1,1
1772,MMP3,MMP10,1
1773,MAPT,GSK3B,1
1774,TCF7L2,AXIN2,1
1775,NCOA2,CREBBP,1
1776,DVL1,WNT5A,1
1777,PTPN11,MAPK1,1
1778,NCOR2,NR1H2,1
1779,IL10,CSF3,1
1780,CASP8,TP53,1
1781,AKT1,APPL1,1
1782,FEN1,RPA1,1
1783,MET,CDH1,1
1784,TNFAIP3,TNF,1
1785,AKT1,PTPN1,1
1786,IRF4,STAT6,1
1787,CASP8,MAPK1,1
1788,CHEK1,RPA1,1
1789,CDKN1C,CCNA2,1
1790,CDKN1A,SKP2,1
1791,TP53BP1,BARD1,1
1792,PIK3R1,HRAS,1
1793,IL13,VCAM1,1
1794,KCTD1,TFAP2A,1
1795,MYC,NOTCH1,1
1796,MFAP5,FBN1,1
1797,MAP3K1,CD40,1
1798,STAT3,PDGFRB,1
1799,CD44,MMP9,1
1800,CTNNB1,LRP5,1
1801,VIM,DES,1
1802,USF1,USF2,1
1803,RELA,CXCL8,1
1804,TIMELESS,MCM2,1
1805,PXN,MAPK1,1
1806,REV3L,POLE,1
1807,HSP90AA1,AKT3,1
1808,VEGFA,SRC,1
1809,SKI,SMAD2,1
1810,TCF7L2,CREBBP,1
1811,AKT1,RHOA,1
1812,AVP,AVPR2,1
1813,SMAD2,TGFB1,1
1814,RBL1,E2F2,1
1815,RXRA,RARB,1
1816,MLH3,MSH3,1
1817,SOCS3,IRS1,1
1818,HSPA4,STUB1,1
1819,KDM1A,EZH2,1
1820,HRAS,RASGRP1,1
1821,WEE1,CCNB1,1
1822,LRP5,WNT5A,1
1823,BMI1,EZH2,1
1824,CTNNB1,SOX9,1
1825,RAD51,ABL1,1
1826,IL2RA,STAT5B,1
1827,CTNND1,CTNNA1,1
1828,VIP,CALCA,1
1829,CDKN2A,E2F1,1
1830,CLU,APP,1
1831,WEE1,CDC25A,1
1832,FOXO3,CDKN1B,1
1833,IL3,IL5,1
1834,SERPINB2,PLG,1
1835,TP53,BARD1,1
1836,ADM,CALCA,1
1837,IL6ST,STAT3,1
